,year,state,hs_grad,rank_a,bachelors,rank_b,adv_degree,rank_c,avg_income,dem_spend,rep_spend,dem_pac,rep_pac,inflation_rate,poverty_rate,stock_change,unemployment_rate,perc_urban,rep_sen,rep_house,campaign_fund,rep_legis,stateGDP,dem_name,rep_name,rep_win
0,2000,Alabama,84.3,44,23.5,44,8.7,38,48800,120.3,186.5,0,0,,15.6,-39.29,5.1,55.4,0.55,0.5195,0.6079,34,0.744375363420853,Gore,G.W. Bush,1
1,2001,Alabama,84.3,44,23.5,44,8.7,38,51380,,,,,1.55,16.5,-21.05,5.2,55.85,,,,,,,,
2,2002,Alabama,84.3,44,23.5,44,8.7,38,49774,,,,,2.38,16.6,-31.53,6.5,56.3,,,,,,,,
3,2003,Alabama,84.3,44,23.5,44,8.7,38,47651,,,,,1.88,17.1,50.01,6.2,56.75,,,,,,,,
4,2004,Alabama,84.3,44,23.5,44,8.7,38,46745,332.7,355,0,0,3.26,16.1,8.59,6.4,56.975,0.51,0.5264,0.5162,37,0.780727504786216,Kerry,G.W. Bush,1
5,2005,Alabama,84.3,44,23.5,44,8.7,38,46255,,,,,3.42,17,1.37,5.4,57.2,,,,,,,,
6,2006,Alabama,84.3,44,23.5,44,8.7,38,50028,,,,,2.54,16.6,9.52,4.4,57.425,,,,,,,,
7,2007,Alabama,84.3,44,23.5,44,8.7,38,50761,,,,,4.08,16.9,9.81,4.3,57.65,,,,,,,,
8,2008,Alabama,84.3,44,23.5,44,8.7,38,45789,760.4,239.7,0,0,0.09,15.7,-40.54,4.8,58.1,0.49,0.4644,0.2397,40,0.763951158033925,Obama,McCain,1
9,2009,Alabama,84.3,44,23.5,44,8.7,38,46120,,,,,2.72,17.5,43.89,9.7,58.55,,,,,,,,
10,2010,Alabama,84.3,44,23.5,44,8.7,38,46520,,,,,1.5,19,16.91,12.3,59,,,,,,,,
11,2011,Alabama,84.3,44,23.5,44,8.7,38,46490,,,,,2.96,19,-1.8,11,,,,,,,,,
12,2012,Alabama,84.3,44,23.5,44,8.7,38,43616,737.1,458.7,70.5,143.3,1.74,19,15.91,8.3,,0.51,0.5563,0.396,62,0.756359407770418,Obama,Romney,1
13,2013,Alabama,84.3,44,23.5,44,8.7,38,49876,,,,,1.5,18.7,38.32,8.2,,,,,,,,,
14,2014,Alabama,84.3,44,23.5,44,8.7,38,43820,,,,,0.76,19.3,13.4,7.6,,,,,,,,,
15,2015,Alabama,84.3,44,23.5,44,8.7,38,46053,,,,,0.73,18.5,5.73,6.4,,,,,,,,,
16,2000,Alaska,92.1,5,28,26,10.1,27,79616,120.3,186.5,0,0,,9.1,-39.29,7.4,65.6,0.55,0.5195,0.6079,65,1.27888357114103,Gore,G.W. Bush,1
17,2001,Alaska,92.1,5,28,26,10.1,27,72110,,,,,1.55,7.2,-21.05,7.5,65.65,,,,,,,,
18,2002,Alaska,92.1,5,28,26,10.1,27,69257,,,,,2.38,7.7,-31.53,7.8,65.7,,,,,,,,
19,2003,Alaska,92.1,5,28,26,10.1,27,71632,,,,,1.88,9.7,50.01,8.7,65.75,,,,,,,,
20,2004,Alaska,92.1,5,28,26,10.1,27,70326,332.7,355,0,0,3.26,8.2,8.59,8.8,65.775,0.51,0.5264,0.5162,63,1.27923845990215,Kerry,G.W. Bush,1
21,2005,Alaska,92.1,5,28,26,10.1,27,68761,,,,,3.42,11.2,1.37,8.1,65.8,,,,,,,,
22,2006,Alaska,92.1,5,28,26,10.1,27,74657,,,,,2.54,10.9,9.52,7.9,65.825,,,,,,,,
23,2007,Alaska,92.1,5,28,26,10.1,27,73032,,,,,4.08,8.9,9.81,7.3,65.85,,,,,,,,
24,2008,Alaska,92.1,5,28,26,10.1,27,70555,760.4,239.7,0,0,0.09,8.4,-40.54,7.4,65.9,0.49,0.4644,0.2397,57,1.39515712485279,Obama,McCain,1
25,2009,Alaska,92.1,5,28,26,10.1,27,65178,,,,,2.72,9,43.89,8,65.95,,,,,,,,
26,2010,Alaska,92.1,5,28,26,10.1,27,62731,,,,,1.5,9.9,16.91,8.9,66,,,,,,,,
27,2011,Alaska,92.1,5,28,26,10.1,27,68080,,,,,2.96,10.5,-1.8,8.7,,,,,,,,,
28,2012,Alaska,92.1,5,28,26,10.1,27,64439,737.1,458.7,70.5,143.3,1.74,10.1,15.91,8.2,,0.51,0.5563,0.396,53,1.52551031002762,Obama,Romney,1
29,2013,Alaska,92.1,5,28,26,10.1,27,76387,,,,,1.5,9.3,38.32,8,,,,,,,,,
30,2014,Alaska,92.1,5,28,26,10.1,27,70095,,,,,0.76,11.2,13.4,7.8,,,,,,,,,
31,2015,Alaska,92.1,5,28,26,10.1,27,77717,,,,,0.73,10.3,5.73,7.2,,,,,,,,,
32,2000,Arizona,86,35,27.5,30,10.2,25,59270,120.3,186.5,0,0,,15.6,-39.29,4.2,88.2,0.55,0.5195,0.6079,62,0.876347452699378,Gore,G.W. Bush,1
33,2001,Arizona,86,35,27.5,30,10.2,25,54292,,,,,1.55,13.7,-21.05,4.3,88.4,,,,,,,,
34,2002,Arizona,86,35,27.5,30,10.2,25,55000,,,,,2.38,14.2,-31.53,6.1,88.6,,,,,,,,
35,2003,Arizona,86,35,27.5,30,10.2,25,57039,,,,,1.88,15.4,50.01,6.1,88.8,,,,,,,,
36,2004,Arizona,86,35,27.5,30,10.2,25,56931,332.7,355,0,0,3.26,14.2,8.59,5.5,88.9,0.51,0.5264,0.5162,62,0.873495001063603,Kerry,G.W. Bush,1
37,2005,Arizona,86,35,27.5,30,10.2,25,56864,,,,,3.42,14.2,1.37,4.9,89,,,,,,,,
38,2006,Arizona,86,35,27.5,30,10.2,25,55957,,,,,2.54,14.2,9.52,4.5,89.1,,,,,,,,
39,2007,Arizona,86,35,27.5,30,10.2,25,53544,,,,,4.08,14.2,9.81,4.1,89.2,,,,,,,,
40,2008,Arizona,86,35,27.5,30,10.2,25,52385,760.4,239.7,0,0,0.09,14.7,-40.54,4.7,89.4,0.49,0.4644,0.2397,56,0.863618520278507,Obama,McCain,1
41,2009,Arizona,86,35,27.5,30,10.2,25,52839,,,,,2.72,16.5,43.89,8.5,89.6,,,,,,,,
42,2010,Arizona,86,35,27.5,30,10.2,25,53108,,,,,1.5,17.4,16.91,11.1,89.8,,,,,,,,
43,2011,Arizona,86,35,27.5,30,10.2,25,50320,,,,,2.96,19,-1.8,10,,,,,,,,,
44,2012,Arizona,86,35,27.5,30,10.2,25,53335,737.1,458.7,70.5,143.3,1.74,18.7,15.91,8.8,,0.51,0.5563,0.396,68,0.800236725709658,Obama,Romney,1
45,2013,Arizona,86,35,27.5,30,10.2,25,55453,,,,,1.5,18.6,38.32,8.2,,,,,,,,,
46,2014,Arizona,86,35,27.5,30,10.2,25,51050,,,,,0.76,18.2,13.4,7.2,,,,,,,,,
47,2015,Arizona,86,35,27.5,30,10.2,25,54060,,,,,0.73,17.4,5.73,6.6,,,,,,,,,
48,2000,Arkansas,84.8,43,21.1,48,7.5,49,46272,120.3,186.5,0,0,,17,-39.29,5.1,52.5,0.55,0.5195,0.6079,21,0.711947041195151,Gore,G.W. Bush,1
49,2001,Arkansas,84.8,43,21.1,48,7.5,49,44253,,,,,1.55,15.4,-21.05,5.3,52.9625,,,,,,,,
50,2002,Arkansas,84.8,43,21.1,48,7.5,49,42756,,,,,2.38,15.3,-31.53,6.4,53.425,,,,,,,,
51,2003,Arkansas,84.8,43,21.1,48,7.5,49,45511,,,,,1.88,16,50.01,6.4,53.8875,,,,,,,,
52,2004,Arkansas,84.8,43,21.1,48,7.5,49,46126,332.7,355,0,0,3.26,17.9,8.59,6.6,54.11875,0.51,0.5264,0.5162,28,0.743161029568177,Kerry,G.W. Bush,1
53,2005,Arkansas,84.8,43,21.1,48,7.5,49,45164,,,,,3.42,17.2,1.37,6.1,54.35,,,,,,,,
54,2006,Arkansas,84.8,43,21.1,48,7.5,49,48349,,,,,2.54,17.3,9.52,5.5,54.58125,,,,,,,,
55,2007,Arkansas,84.8,43,21.1,48,7.5,49,45180,,,,,4.08,17.9,9.81,5.9,54.8125,,,,,,,,
56,2008,Arkansas,84.8,43,21.1,48,7.5,49,41847,760.4,239.7,0,0,0.09,17.3,-40.54,5.7,55.275,0.49,0.4644,0.2397,24,0.722237143860664,Obama,McCain,1
57,2009,Arkansas,84.8,43,21.1,48,7.5,49,43477,,,,,2.72,18.8,43.89,8,55.7375,,,,,,,,
58,2010,Arkansas,84.8,43,21.1,48,7.5,49,45114,,,,,1.5,18.8,16.91,9,56.2,,,,,,,,
59,2011,Arkansas,84.8,43,21.1,48,7.5,49,41735,,,,,2.96,19.5,-1.8,9.5,,,,,,,,,
60,2012,Arkansas,84.8,43,21.1,48,7.5,49,42075,737.1,458.7,70.5,143.3,1.74,19.8,15.91,8.5,,0.51,0.5563,0.396,44,0.726353385800611,Obama,Romney,1
61,2013,Arkansas,84.8,43,21.1,48,7.5,49,41503,,,,,1.5,19.7,38.32,8.3,,,,,,,,,
62,2014,Arkansas,84.8,43,21.1,48,7.5,49,46560,,,,,0.76,18.9,13.4,7.2,,,,,,,,,
63,2015,Arkansas,84.8,43,21.1,48,7.5,49,44282,,,,,0.73,19.1,5.73,6.2,,,,,,,,,
64,2000,California,81.8,50,31.4,14,11.6,14,65596,120.3,186.5,0,0,,13.7,-39.29,5.4,94.4,0.55,0.5195,0.6079,39,1.0784765397862,Gore,G.W. Bush,0
65,2001,California,81.8,50,31.4,14,11.6,14,64817,,,,,1.55,12.8,-21.05,5.3,94.5,,,,,,,,
66,2002,California,81.8,50,31.4,14,11.6,14,65867,,,,,2.38,13,-31.53,7,94.6,,,,,,,,
67,2003,California,81.8,50,31.4,14,11.6,14,64033,,,,,1.88,13.4,50.01,7.3,94.7,,,,,,,,
68,2004,California,81.8,50,31.4,14,11.6,14,65122,332.7,355,0,0,3.26,13.3,8.59,7,94.75,0.51,0.5264,0.5162,39,1.09593703467347,Kerry,G.W. Bush,0
69,2005,California,81.8,50,31.4,14,11.6,14,67421,,,,,3.42,13.3,1.37,6.2,94.8,,,,,,,,
70,2006,California,81.8,50,31.4,14,11.6,14,66054,,,,,2.54,13.1,9.52,5.3,94.85,,,,,,,,
71,2007,California,81.8,50,31.4,14,11.6,14,65071,,,,,4.08,12.4,9.81,5.5,94.9,,,,,,,,
72,2008,California,81.8,50,31.4,14,11.6,14,64291,760.4,239.7,0,0,0.09,13.3,-40.54,6.4,95,0.49,0.4644,0.2397,39,1.12505939959918,Obama,McCain,0
73,2009,California,81.8,50,31.4,14,11.6,14,61162,,,,,2.72,14.2,43.89,10.2,95.1,,,,,,,,
74,2010,California,81.8,50,31.4,14,11.6,14,58292,,,,,1.5,15.8,16.91,12.7,95.2,,,,,,,,
75,2011,California,81.8,50,31.4,14,11.6,14,60990,,,,,2.96,16.6,-1.8,12.6,,,,,,,,,
76,2012,California,81.8,50,31.4,14,11.6,14,60635,737.1,458.7,70.5,143.3,1.74,17,15.91,11.4,,0.51,0.5563,0.396,36,1.09873953942314,Obama,Romney,0
77,2013,California,81.8,50,31.4,14,11.6,14,64078,,,,,1.5,16.8,38.32,10.2,,,,,,,,,
78,2014,California,81.8,50,31.4,14,11.6,14,62693,,,,,0.76,16.4,13.4,8.4,,,,,,,,,
79,2015,California,81.8,50,31.4,14,11.6,14,65843,,,,,0.73,15.3,5.73,7.2,,,,,,,,,
80,2000,Colorado,90.7,14,38.1,2,14,7,68559,120.3,186.5,0,0,,8.7,-39.29,3.2,84.5,0.55,0.5195,0.6079,60,1.15230129266002,Gore,G.W. Bush,1
81,2001,Colorado,90.7,14,38.1,2,14,7,65988,,,,,1.55,9.6,-21.05,3.2,84.7125,,,,,,,,
82,2002,Colorado,90.7,14,38.1,2,14,7,66722,,,,,2.38,9.7,-31.53,5.9,84.925,,,,,,,,
83,2003,Colorado,90.7,14,38.1,2,14,7,66198,,,,,1.88,9.8,50.01,6.4,85.1375,,,,,,,,
84,2004,Colorado,90.7,14,38.1,2,14,7,63479,332.7,355,0,0,3.26,11.1,8.59,6.3,85.24375,0.51,0.5264,0.5162,55,1.06536907041055,Kerry,G.W. Bush,1
85,2005,Colorado,90.7,14,38.1,2,14,7,67882,,,,,3.42,11.1,1.37,5.7,85.35,,,,,,,,
86,2006,Colorado,90.7,14,38.1,2,14,7,72462,,,,,2.54,12,9.52,5.1,85.45625,,,,,,,,
87,2007,Colorado,90.7,14,38.1,2,14,7,69556,,,,,4.08,12,9.81,4.3,85.5625,,,,,,,,
