,year,state,hs_grad,rank_a,bachelors,rank_b,adv_degree,rank_c,avg_income,dem_name,rep_name,dem_spend,rep_spend,dem_pac,rep_pac,inflation_rate,poverty_rate,stock_change,unemployment_rate,perc_urban,rep_sen,rep_house,campaign_fund,rep_legis,rep_win,stateGDP
185,2009,Delaware,88.4,27.0,30.0,19.0,12.2,12.0,62211.0,,,,,,,2.72,10.8,43.89,7.8,82.9,,,,,,
186,2010,Delaware,88.4,27.0,30.0,19.0,12.2,12.0,59704.0,,,,,,,1.5,11.8,16.91,9.3,83.3,,,,,,
187,2011,Delaware,88.4,27.0,30.0,19.0,12.2,12.0,52382.0,,,,,,,2.96,11.9,-1.8,8.5,,,,,,,
188,2012,Delaware,88.4,27.0,30.0,19.0,12.2,12.0,55040.0,Obama,Romney,737.1,458.7,70.5,143.3,1.74,12.0,15.91,7.6,,0.51,0.5563,0.396,35.0,0.0,1.2909026725086699
189,2013,Delaware,88.4,27.0,30.0,19.0,12.2,12.0,57013.0,,,,,,,1.5,12.4,38.32,7.7,,,,,,,
190,2014,Delaware,88.4,27.0,30.0,19.0,12.2,12.0,59619.0,,,,,,,0.76,12.5,13.4,6.6,,,,,,,
191,2015,Delaware,88.4,27.0,30.0,19.0,12.2,12.0,59759.0,,,,,,,0.73,12.4,5.73,5.5,,,,,,,
192,1992,District of Columbia,89.3,,54.6,,31.3,,,,,,,,,2.9,,15.45,8.9,,,,,,,
193,1993,District of Columbia,89.3,,54.6,,31.3,,,,,,,,,2.75,,14.75,9.2,,,,,,,
194,1994,District of Columbia,89.3,,54.6,,31.3,,,,,,,,,2.67,,-3.2,8.9,,,,,,,
195,1995,District of Columbia,89.3,,54.6,,31.3,,,,,,,,,2.54,,39.92,8.7,,,,,,,
196,1996,District of Columbia,89.3,,54.6,,31.3,,,,,,,,,3.32,,22.71,9.0,,,,,,,
197,1997,District of Columbia,89.3,,54.6,,31.3,,,,,,,,,1.7,,21.64,8.0,,,,,,,
198,1998,District of Columbia,89.3,,54.6,,31.3,,,,,,,,,1.61,,39.63,9.2,,,,,,,
199,1999,District of Columbia,89.3,,54.6,,31.3,,,,,,,,,2.68,,85.59,7.5,,,,,,,
200,2000,District of Columbia,89.3,,54.6,,31.3,,,Gore,G.W. Bush,120.3,186.5,0.0,0.0,3.39,17.5,-39.29,5.9,100.0,,,,,,
201,2001,District of Columbia,89.3,,54.6,,31.3,,,,,,,,,1.55,18.1,-21.05,6.4,100.0,,,,,,
202,2002,District of Columbia,89.3,,54.6,,31.3,,,,,,,,,2.38,17.5,-31.53,6.9,100.0,,,,,,
203,2003,District of Columbia,89.3,,54.6,,31.3,,,,,,,,,1.88,19.9,50.01,6.9,100.0,,,,,,
204,2004,District of Columbia,89.3,,54.6,,31.3,,,Kerry,G.W. Bush,332.7,355.0,0.0,0.0,3.26,18.9,8.59,7.2,100.0,,,,,,
205,2005,District of Columbia,89.3,,54.6,,31.3,,,,,,,,,3.42,19.0,1.37,7.8,100.0,,,,,,
206,2006,District of Columbia,89.3,,54.6,,31.3,,,,,,,,,2.54,19.6,9.52,5.9,100.0,,,,,,
207,2007,District of Columbia,89.3,,54.6,,31.3,,,,,,,,,4.08,16.4,9.81,5.9,100.0,,,,,,
208,2008,District of Columbia,89.3,,54.6,,31.3,,,Obama,McCain,760.4,239.7,0.0,0.0,0.09,17.2,-40.54,6.1,100.0,,,,,,
209,2009,District of Columbia,89.3,,54.6,,31.3,,,,,,,,,2.72,18.4,43.89,8.3,100.0,,,,,,
210,2010,District of Columbia,89.3,,54.6,,31.3,,,,,,,,,1.5,19.2,16.91,10.2,100.0,,,,,,
211,2011,District of Columbia,89.3,,54.6,,31.3,,,,,,,,,2.96,18.7,-1.8,9.9,,,,,,,
212,2012,District of Columbia,89.3,,54.6,,31.3,,,Obama,Romney,737.1,458.7,70.5,143.3,1.74,18.2,15.91,10.1,,,,,,,
213,2013,District of Columbia,89.3,,54.6,,31.3,,,,,,,,,1.5,18.9,38.32,9.1,,,,,,,
214,2014,District of Columbia,89.3,,54.6,,31.3,,,,,,,,,0.76,17.7,13.4,8.2,,,,,,,
215,2015,District of Columbia,89.3,,54.6,,31.3,,,,,,,,,0.73,17.3,5.73,7.7,,,,,,,
216,1992,Florida,86.9,32.0,27.3,31.0,9.8,29.0,,,,,,,,2.9,,15.45,8.7,,,,,,,
217,1993,Florida,86.9,32.0,27.3,31.0,9.8,29.0,,,,,,,,2.75,,14.75,7.8,,,,,,,
218,1994,Florida,86.9,32.0,27.3,31.0,9.8,29.0,,,,,,,,2.67,,-3.2,7.2,,,,,,,
219,1995,Florida,86.9,32.0,27.3,31.0,9.8,29.0,,,,,,,,2.54,,39.92,5.9,,,,,,,
220,1996,Florida,86.9,32.0,27.3,31.0,9.8,29.0,,,,,,,,3.32,,22.71,5.5,,,,,,,
221,1997,Florida,86.9,32.0,27.3,31.0,9.8,29.0,,,,,,,,1.7,,21.64,5.2,,,,,,,
222,1998,Florida,86.9,32.0,27.3,31.0,9.8,29.0,,,,,,,,1.61,,39.63,4.7,,,,,,,
223,1999,Florida,86.9,32.0,27.3,31.0,9.8,29.0,,,,,,,,2.68,,85.59,4.1,,,,,,,
224,2000,Florida,86.9,32.0,27.3,31.0,9.8,29.0,50550.0,Gore,G.W. Bush,120.3,186.5,0.0,0.0,3.39,12.8,-39.29,3.7,89.3,0.55,0.5195,0.6079,61.0,1.0,0.86907903564879
225,2001,Florida,86.9,32.0,27.3,31.0,9.8,29.0,51956.0,,,,,,,1.55,12.5,-21.05,3.9,89.5375,,,,,,
226,2002,Florida,86.9,32.0,27.3,31.0,9.8,29.0,52068.0,,,,,,,2.38,12.8,-31.53,6.1,89.775,,,,,,
227,2003,Florida,86.9,32.0,27.3,31.0,9.8,29.0,52732.0,,,,,,,1.88,13.1,50.01,5.5,90.0125,,,,,,
228,2004,Florida,86.9,32.0,27.3,31.0,9.8,29.0,54093.0,Kerry,G.W. Bush,332.7,355.0,0.0,0.0,3.26,12.2,8.59,4.9,90.13125,0.51,0.5264,0.5162,67.0,1.0,0.887811104020421
229,2005,Florida,86.9,32.0,27.3,31.0,9.8,29.0,55669.0,,,,,,,3.42,12.8,1.37,4.3,90.25,,,,,,
230,2006,Florida,86.9,32.0,27.3,31.0,9.8,29.0,54273.0,,,,,,,2.54,12.6,9.52,3.1,90.36875,,,,,,
231,2007,Florida,86.9,32.0,27.3,31.0,9.8,29.0,51196.0,,,,,,,4.08,12.1,9.81,3.6,90.4875,,,,,,
232,2008,Florida,86.9,32.0,27.3,31.0,9.8,29.0,52261.0,Obama,McCain,760.4,239.7,0.0,0.0,0.09,13.2,-40.54,5.0,90.725,0.49,0.4644,0.2397,64.0,0.0,0.852069172124543
233,2009,Florida,86.9,32.0,27.3,31.0,9.8,29.0,49650.0,,,,,,,2.72,14.9,43.89,9.0,90.9625,,,,,,
234,2010,Florida,86.9,32.0,27.3,31.0,9.8,29.0,49267.0,,,,,,,1.5,16.5,16.91,11.5,91.2,,,,,,
235,2011,Florida,86.9,32.0,27.3,31.0,9.8,29.0,49279.0,,,,,,,2.96,17.0,-1.8,10.8,,,,,,,
236,2012,Florida,86.9,32.0,27.3,31.0,9.8,29.0,50473.0,Obama,Romney,737.1,458.7,70.5,143.3,1.74,17.1,15.91,9.0,,0.51,0.5563,0.396,68.0,0.0,0.7826484207903319
237,2013,Florida,86.9,32.0,27.3,31.0,9.8,29.0,51153.0,,,,,,,1.5,17.0,38.32,8.3,,,,,,,
238,2014,Florida,86.9,32.0,27.3,31.0,9.8,29.0,47822.0,,,,,,,0.76,16.5,13.4,6.7,,,,,,,
239,2015,Florida,86.9,32.0,27.3,31.0,9.8,29.0,50518.0,,,,,,,0.73,15.7,5.73,6.0,,,,,,,
240,1992,Georgia,85.4,40.0,28.8,23.0,10.7,20.0,,,,,,,,2.9,,15.45,5.5,,,,,,,
241,1993,Georgia,85.4,40.0,28.8,23.0,10.7,20.0,,,,,,,,2.75,,14.75,7.0,,,,,,,
242,1994,Georgia,85.4,40.0,28.8,23.0,10.7,20.0,,,,,,,,2.67,,-3.2,6.5,,,,,,,
243,1995,Georgia,85.4,40.0,28.8,23.0,10.7,20.0,,,,,,,,2.54,,39.92,4.9,,,,,,,
244,1996,Georgia,85.4,40.0,28.8,23.0,10.7,20.0,,,,,,,,3.32,,22.71,4.9,,,,,,,
245,1997,Georgia,85.4,40.0,28.8,23.0,10.7,20.0,,,,,,,,1.7,,21.64,5.3,,,,,,,
246,1998,Georgia,85.4,40.0,28.8,23.0,10.7,20.0,,,,,,,,1.61,,39.63,4.6,,,,,,,
247,1999,Georgia,85.4,40.0,28.8,23.0,10.7,20.0,,,,,,,,2.68,,85.59,4.2,,,,,,,
248,2000,Georgia,85.4,40.0,28.8,23.0,10.7,20.0,59092.0,Gore,G.W. Bush,120.3,186.5,0.0,0.0,3.39,12.6,-39.29,3.8,71.6,0.55,0.5195,0.6079,43.0,1.0,1.0163930759941
249,2001,Georgia,85.4,40.0,28.8,23.0,10.7,20.0,58671.0,,,,,,,1.55,11.7,-21.05,3.8,72.0375,,,,,,
250,2002,Georgia,85.4,40.0,28.8,23.0,10.7,20.0,56699.0,,,,,,,2.38,12.7,-31.53,5.2,72.475,,,,,,
251,2003,Georgia,85.4,40.0,28.8,23.0,10.7,20.0,53316.0,,,,,,,1.88,13.4,50.01,5.2,72.9125,,,,,,
252,2004,Georgia,85.4,40.0,28.8,23.0,10.7,20.0,57788.0,Kerry,G.W. Bush,332.7,355.0,0.0,0.0,3.26,14.8,8.59,4.5,73.13125,0.51,0.5264,0.5162,44.0,1.0,0.991257179323548
253,2005,Georgia,85.4,40.0,28.8,23.0,10.7,20.0,60139.0,,,,,,,3.42,14.4,1.37,5.3,73.35,,,,,,
254,2006,Georgia,85.4,40.0,28.8,23.0,10.7,20.0,57647.0,,,,,,,2.54,14.7,9.52,4.9,73.56875,,,,,,
255,2007,Georgia,85.4,40.0,28.8,23.0,10.7,20.0,52760.0,,,,,,,4.08,14.3,9.81,4.5,73.7875,,,,,,
256,2008,Georgia,85.4,40.0,28.8,23.0,10.7,20.0,49638.0,Obama,McCain,760.4,239.7,0.0,0.0,0.09,14.7,-40.54,5.3,74.225,0.49,0.4644,0.2397,60.0,1.0,0.9140100411148531
257,2009,Georgia,85.4,40.0,28.8,23.0,10.7,20.0,49707.0,,,,,,,2.72,16.5,43.89,9.0,74.6625,,,,,,
258,2010,Georgia,85.4,40.0,28.8,23.0,10.7,20.0,50216.0,,,,,,,1.5,17.9,16.91,10.9,75.1,,,,,,
259,2011,Georgia,85.4,40.0,28.8,23.0,10.7,20.0,51472.0,,,,,,,2.96,19.1,-1.8,10.8,,,,,,,
260,2012,Georgia,85.4,40.0,28.8,23.0,10.7,20.0,50001.0,Obama,Romney,737.1,458.7,70.5,143.3,1.74,19.2,15.91,9.8,,0.51,0.5563,0.396,64.0,1.0,0.875864360321449
261,2013,Georgia,85.4,40.0,28.8,23.0,10.7,20.0,49530.0,,,,,,,1.5,19.0,38.32,9.1,,,,,,,
262,2014,Georgia,85.4,40.0,28.8,23.0,10.7,20.0,51362.0,,,,,,,0.76,18.3,13.4,7.4,,,,,,,
263,2015,Georgia,85.4,40.0,28.8,23.0,10.7,20.0,52529.0,,,,,,,0.73,17.0,5.73,6.6,,,,,,,
264,1992,Hawaii,91.0,11.0,30.8,17.0,10.5,21.0,,,,,,,,2.9,,15.45,3.4,,,,,,,
265,1993,Hawaii,91.0,11.0,30.8,17.0,10.5,21.0,,,,,,,,2.75,,14.75,4.8,,,,,,,
266,1994,Hawaii,91.0,11.0,30.8,17.0,10.5,21.0,,,,,,,,2.67,,-3.2,5.2,,,,,,,
267,1995,Hawaii,91.0,11.0,30.8,17.0,10.5,21.0,,,,,,,,2.54,,39.92,5.5,,,,,,,
268,1996,Hawaii,91.0,11.0,30.8,17.0,10.5,21.0,,,,,,,,3.32,,22.71,6.3,,,,,,,
269,1997,Hawaii,91.0,11.0,30.8,17.0,10.5,21.0,,,,,,,,1.7,,21.64,6.2,,,,,,,
270,1998,Hawaii,91.0,11.0,30.8,17.0,10.5,21.0,,,,,,,,1.61,,39.63,5.9,,,,,,,
271,1999,Hawaii,91.0,11.0,30.8,17.0,10.5,21.0,,,,,,,,2.68,,85.59,5.9,,,,,,,
272,2000,Hawaii,91.0,11.0,30.8,17.0,10.5,21.0,65842.0,Gore,G.W. Bush,120.3,186.5,0.0,0.0,3.39,8.8,-39.29,4.7,91.5,0.55,0.5195,0.6079,18.0,0.0,0.989846580489332
273,2001,Hawaii,91.0,11.0,30.8,17.0,10.5,21.0,64634.0,,,,,,,1.55,10.4,-21.05,4.1,91.55,,,,,,
274,2002,Hawaii,91.0,11.0,30.8,17.0,10.5,21.0,69253.0,,,,,,,2.38,10.1,-31.53,5.1,91.6,,,,,,
275,2003,Hawaii,91.0,11.0,30.8,17.0,10.5,21.0,73165.0,,,,,,,1.88,10.9,50.01,3.9,91.65,,,,,,
276,2004,Hawaii,91.0,11.0,30.8,17.0,10.5,21.0,74976.0,Kerry,G.W. Bush,332.7,355.0,0.0,0.0,3.26,10.6,8.59,3.8,91.675,0.51,0.5264,0.5162,26.0,0.0,1.0289938310997702
277,2005,Hawaii,91.0,11.0,30.8,17.0,10.5,21.0,73699.0,,,,,,,3.42,9.8,1.37,3.1,91.7,,,,,,
278,2006,Hawaii,91.0,11.0,30.8,17.0,10.5,21.0,75876.0,,,,,,,2.54,9.3,9.52,2.6,91.725,,,,,,
279,2007,Hawaii,91.0,11.0,30.8,17.0,10.5,21.0,70215.0,,,,,,,4.08,8.0,9.81,2.5,91.75,,,,,,
280,2008,Hawaii,91.0,11.0,30.8,17.0,10.5,21.0,63735.0,Obama,McCain,760.4,239.7,0.0,0.0,0.09,9.1,-40.54,3.2,91.8,0.49,0.4644,0.2397,14.0,0.0,1.05024689572529
281,2009,Hawaii,91.0,11.0,30.8,17.0,10.5,21.0,67084.0,,,,,,,2.72,10.4,43.89,6.4,91.85,,,,,,
282,2010,Hawaii,91.0,11.0,30.8,17.0,10.5,21.0,64496.0,,,,,,,1.5,10.7,16.91,7.2,91.9,,,,,,
283,2011,Hawaii,91.0,11.0,30.8,17.0,10.5,21.0,60181.0,,,,,,,2.96,12.0,-1.8,6.9,,,,,,,
284,2012,Hawaii,91.0,11.0,30.8,17.0,10.5,21.0,64725.0,Obama,Romney,737.1,458.7,70.5,143.3,1.74,11.6,15.91,6.8,,0.51,0.5563,0.396,12.0,0.0,1.02755570322072
285,2013,Hawaii,91.0,11.0,30.8,17.0,10.5,21.0,67705.0,,,,,,,1.5,10.8,38.32,5.2,,,,,,,
286,2014,Hawaii,91.0,11.0,30.8,17.0,10.5,21.0,73820.0,,,,,,,0.76,11.4,13.4,4.7,,,,,,,
287,2015,Hawaii,91.0,11.0,30.8,17.0,10.5,21.0,66751.0,,,,,,,0.73,10.6,5.73,4.1,,,,,,,
288,1992,Idaho,89.5,22.0,25.9,38.0,8.2,42.0,,,,,,,,2.9,,15.45,7.8,,,,,,,
289,1993,Idaho,89.5,22.0,25.9,38.0,8.2,42.0,,,,,,,,2.75,,14.75,7.8,,,,,,,
290,1994,Idaho,89.5,22.0,25.9,38.0,8.2,42.0,,,,,,,,2.67,,-3.2,7.1,,,,,,,
291,1995,Idaho,89.5,22.0,25.9,38.0,8.2,42.0,,,,,,,,2.54,,39.92,6.9,,,,,,,
292,1996,Idaho,89.5,22.0,25.9,38.0,8.2,42.0,,,,,,,,3.32,,22.71,6.8,,,,,,,
293,1997,Idaho,89.5,22.0,25.9,38.0,8.2,42.0,,,,,,,,1.7,,21.64,6.7,,,,,,,
294,1998,Idaho,89.5,22.0,25.9,38.0,8.2,42.0,,,,,,,,1.61,,39.63,6.6,,,,,,,
295,1999,Idaho,89.5,22.0,25.9,38.0,8.2,42.0,,,,,,,,2.68,,85.59,6.3,,,,,,,
296,2000,Idaho,89.5,22.0,25.9,38.0,8.2,42.0,53076.0,Gore,G.W. Bush,120.3,186.5,0.0,0.0,3.39,11.4,-39.29,6.0,66.4,0.55,0.5195,0.6079,85.0,1.0,0.779420315784765
297,2001,Idaho,89.5,22.0,25.9,38.0,8.2,42.0,51533.0,,,,,,,1.55,12.0,-21.05,5.9,66.925,,,,,,
298,2002,Idaho,89.5,22.0,25.9,38.0,8.2,42.0,56611.0,,,,,,,2.38,13.8,-31.53,7.0,67.45,,,,,,
299,2003,Idaho,89.5,22.0,25.9,38.0,8.2,42.0,57705.0,,,,,,,1.88,13.8,50.01,6.8,67.975,,,,,,
300,2004,Idaho,89.5,22.0,25.9,38.0,8.2,42.0,55586.0,Kerry,G.W. Bush,332.7,355.0,0.0,0.0,3.26,14.5,8.59,6.6,68.2375,0.51,0.5264,0.5162,78.0,1.0,0.73739629865986
301,2005,Idaho,89.5,22.0,25.9,38.0,8.2,42.0,56323.0,,,,,,,3.42,13.9,1.37,5.6,68.5,,,,,,
302,2006,Idaho,89.5,22.0,25.9,38.0,8.2,42.0,58291.0,,,,,,,2.54,12.6,9.52,5.3,68.7625,,,,,,
303,2007,Idaho,89.5,22.0,25.9,38.0,8.2,42.0,54121.0,,,,,,,4.08,12.1,9.81,4.5,69.025,,,,,,
304,2008,Idaho,89.5,22.0,25.9,38.0,8.2,42.0,53575.0,Obama,McCain,760.4,239.7,0.0,0.0,0.09,12.6,-40.54,4.1,69.55,0.49,0.4644,0.2397,75.0,1.0,0.7580628499411171
305,2009,Idaho,89.5,22.0,25.9,38.0,8.2,42.0,53012.0,,,,,,,2.72,14.3,43.89,8.7,70.075,,,,,,
306,2010,Idaho,89.5,22.0,25.9,38.0,8.2,42.0,51839.0,,,,,,,1.5,15.7,16.91,10.5,70.6,,,,,,
307,2011,Idaho,89.5,22.0,25.9,38.0,8.2,42.0,51259.0,,,,,,,2.96,16.5,-1.8,10.1,,,,,,,
308,2012,Idaho,89.5,22.0,25.9,38.0,8.2,42.0,54563.0,Obama,Romney,737.1,458.7,70.5,143.3,1.74,15.9,15.91,8.9,,0.51,0.5563,0.396,81.0,1.0,0.707892933529913
309,2013,Idaho,89.5,22.0,25.9,38.0,8.2,42.0,51085.0,,,,,,,1.5,15.6,38.32,7.7,,,,,,,
310,2014,Idaho,89.5,22.0,25.9,38.0,8.2,42.0,55387.0,,,,,,,0.76,14.8,13.4,6.3,,,,,,,
311,2015,Idaho,89.5,22.0,25.9,38.0,8.2,42.0,53414.0,,,,,,,0.73,15.1,5.73,5.3,,,,,,,
312,1992,Illinois,87.9,30.0,32.3,12.0,12.4,11.0,,,,,,,,2.9,,15.45,9.3,,,,,,,
313,1993,Illinois,87.9,30.0,32.3,12.0,12.4,11.0,,,,,,,,2.75,,14.75,8.5,,,,,,,
314,1994,Illinois,87.9,30.0,32.3,12.0,12.4,11.0,,,,,,,,2.67,,-3.2,7.6,,,,,,,
315,1995,Illinois,87.9,30.0,32.3,12.0,12.4,11.0,,,,,,,,2.54,,39.92,5.7,,,,,,,
316,1996,Illinois,87.9,30.0,32.3,12.0,12.4,11.0,,,,,,,,3.32,,22.71,6.2,,,,,,,
317,1997,Illinois,87.9,30.0,32.3,12.0,12.4,11.0,,,,,,,,1.7,,21.64,5.9,,,,,,,
318,1998,Illinois,87.9,30.0,32.3,12.0,12.4,11.0,,,,,,,,1.61,,39.63,5.4,,,,,,,
319,1999,Illinois,87.9,30.0,32.3,12.0,12.4,11.0,,,,,,,,2.68,,85.59,4.7,,,,,,,
320,2000,Illinois,87.9,30.0,32.3,12.0,12.4,11.0,64082.0,Gore,G.W. Bush,120.3,186.5,0.0,0.0,3.39,11.1,-39.29,4.7,87.8,0.55,0.5195,0.6079,50.0,0.0,1.09909647984971
321,2001,Illinois,87.9,30.0,32.3,12.0,12.4,11.0,58358.0,,,,,,,1.55,11.2,-21.05,5.4,87.8875,,,,,,
322,2002,Illinois,87.9,30.0,32.3,12.0,12.4,11.0,60327.0,,,,,,,2.38,11.6,-31.53,7.0,87.975,,,,,,
323,2003,Illinois,87.9,30.0,32.3,12.0,12.4,11.0,59942.0,,,,,,,1.88,11.3,50.01,7.3,88.0625,,,,,,
324,2004,Illinois,87.9,30.0,32.3,12.0,12.4,11.0,60898.0,Kerry,G.W. Bush,332.7,355.0,0.0,0.0,3.26,11.9,8.59,7.0,88.10625,0.51,0.5264,0.5162,44.0,0.0,1.07379281004042
325,2005,Illinois,87.9,30.0,32.3,12.0,12.4,11.0,59319.0,,,,,,,3.42,12.0,1.37,6.4,88.15,,,,,,
326,2006,Illinois,87.9,30.0,32.3,12.0,12.4,11.0,62228.0,,,,,,,2.54,12.3,9.52,5.4,88.19375,,,,,,
327,2007,Illinois,87.9,30.0,32.3,12.0,12.4,11.0,60780.0,,,,,,,4.08,11.9,9.81,5.2,88.2375,,,,,,
328,2008,Illinois,87.9,30.0,32.3,12.0,12.4,11.0,60552.0,Obama,McCain,760.4,239.7,0.0,0.0,0.09,12.2,-40.54,6.0,88.325,0.49,0.4644,0.2397,41.0,0.0,1.06208549410136
329,2009,Illinois,87.9,30.0,32.3,12.0,12.4,11.0,57156.0,,,,,,,2.72,13.3,43.89,8.8,88.4125,,,,,,
330,2010,Illinois,87.9,30.0,32.3,12.0,12.4,11.0,55310.0,,,,,,,1.5,13.8,16.91,12.2,88.5,,,,,,
331,2011,Illinois,87.9,30.0,32.3,12.0,12.4,11.0,55340.0,,,,,,,2.96,15.0,-1.8,10.1,,,,,,,
332,2012,Illinois,87.9,30.0,32.3,12.0,12.4,11.0,60285.0,Obama,Romney,737.1,458.7,70.5,143.3,1.74,14.7,15.91,9.7,,0.51,0.5563,0.396,44.0,0.0,1.08299935627219
333,2013,Illinois,87.9,30.0,32.3,12.0,12.4,11.0,56850.0,,,,,,,1.5,14.7,38.32,10.3,,,,,,,
334,2014,Illinois,87.9,30.0,32.3,12.0,12.4,11.0,56918.0,,,,,,,0.76,14.4,13.4,8.8,,,,,,,
335,2015,Illinois,87.9,30.0,32.3,12.0,12.4,11.0,62508.0,,,,,,,0.73,13.6,5.73,6.8,,,,,,,
336,1992,Indiana,87.8,31.0,24.1,42.0,8.7,38.0,,,,,,,,2.9,,15.45,6.9,,,,,,,
337,1993,Indiana,87.8,31.0,24.1,42.0,8.7,38.0,,,,,,,,2.75,,14.75,6.9,,,,,,,
338,1994,Indiana,87.8,31.0,24.1,42.0,8.7,38.0,,,,,,,,2.67,,-3.2,5.9,,,,,,,
339,1995,Indiana,87.8,31.0,24.1,42.0,8.7,38.0,,,,,,,,2.54,,39.92,4.9,,,,,,,
340,1996,Indiana,87.8,31.0,24.1,42.0,8.7,38.0,,,,,,,,3.32,,22.71,5.3,,,,,,,
341,1997,Indiana,87.8,31.0,24.1,42.0,8.7,38.0,,,,,,,,1.7,,21.64,3.9,,,,,,,
342,1998,Indiana,87.8,31.0,24.1,42.0,8.7,38.0,,,,,,,,1.61,,39.63,3.8,,,,,,,
343,1999,Indiana,87.8,31.0,24.1,42.0,8.7,38.0,,,,,,,,2.68,,85.59,3.4,,,,,,,
344,2000,Indiana,87.8,31.0,24.1,42.0,8.7,38.0,56043.0,Gore,G.W. Bush,120.3,186.5,0.0,0.0,3.39,10.1,-39.29,3.6,70.8,0.55,0.5195,0.6079,52.0,1.0,0.921523460213803
345,2001,Indiana,87.8,31.0,24.1,42.0,8.7,38.0,56086.0,,,,,,,1.55,9.8,-21.05,4.1,71.0,,,,,,
346,2002,Indiana,87.8,31.0,24.1,42.0,8.7,38.0,56682.0,,,,,,,2.38,10.9,-31.53,6.1,71.2,,,,,,
347,2003,Indiana,87.8,31.0,24.1,42.0,8.7,38.0,55066.0,,,,,,,1.88,10.6,50.01,5.5,71.4,,,,,,
348,2004,Indiana,87.8,31.0,24.1,42.0,8.7,38.0,53398.0,Kerry,G.W. Bush,332.7,355.0,0.0,0.0,3.26,10.8,8.59,5.9,71.5,0.51,0.5264,0.5162,54.0,1.0,0.917740906190173
349,2005,Indiana,87.8,31.0,24.1,42.0,8.7,38.0,55341.0,,,,,,,3.42,12.2,1.37,6.2,71.6,,,,,,
350,2006,Indiana,87.8,31.0,24.1,42.0,8.7,38.0,56239.0,,,,,,,2.54,12.7,9.52,5.4,71.7,,,,,,
351,2007,Indiana,87.8,31.0,24.1,42.0,8.7,38.0,53094.0,,,,,,,4.08,12.3,9.81,5.4,71.8,,,,,,
352,2008,Indiana,87.8,31.0,24.1,42.0,8.7,38.0,50743.0,Obama,McCain,760.4,239.7,0.0,0.0,0.09,13.1,-40.54,5.3,72.0,0.49,0.4644,0.2397,55.0,0.0,0.899051672486106
353,2009,Indiana,87.8,31.0,24.1,42.0,8.7,38.0,51986.0,,,,,,,2.72,14.1,43.89,9.7,72.2,,,,,,
354,2010,Indiana,87.8,31.0,24.1,42.0,8.7,38.0,48547.0,,,,,,,1.5,15.3,16.91,11.8,72.4,,,,,,
355,2011,Indiana,87.8,31.0,24.1,42.0,8.7,38.0,49372.0,,,,,,,2.96,16.0,-1.8,10.0,,,,,,,
356,2012,Indiana,87.8,31.0,24.1,42.0,8.7,38.0,53284.0,Obama,Romney,737.1,458.7,70.5,143.3,1.74,15.6,15.91,9.2,,0.51,0.5563,0.396,65.0,0.0,0.8941586892871239
357,2013,Indiana,87.8,31.0,24.1,42.0,8.7,38.0,52126.0,,,,,,,1.5,15.9,38.32,9.5,,,,,,,
358,2014,Indiana,87.8,31.0,24.1,42.0,8.7,38.0,49812.0,,,,,,,0.76,15.2,13.4,6.6,,,,,,,
359,2015,Indiana,87.8,31.0,24.1,42.0,8.7,38.0,53786.0,,,,,,,0.73,14.5,5.73,6.1,,,,,,,
360,1992,Iowa,91.5,9.0,26.7,35.0,8.5,41.0,,,,,,,,2.9,,15.45,5.8,,,,,,,
361,1993,Iowa,91.5,9.0,26.7,35.0,8.5,41.0,,,,,,,,2.75,,14.75,5.2,,,,,,,
362,1994,Iowa,91.5,9.0,26.7,35.0,8.5,41.0,,,,,,,,2.67,,-3.2,4.7,,,,,,,
363,1995,Iowa,91.5,9.0,26.7,35.0,8.5,41.0,,,,,,,,2.54,,39.92,4.3,,,,,,,
364,1996,Iowa,91.5,9.0,26.7,35.0,8.5,41.0,,,,,,,,3.32,,22.71,4.4,,,,,,,
365,1997,Iowa,91.5,9.0,26.7,35.0,8.5,41.0,,,,,,,,1.7,,21.64,4.4,,,,,,,
366,1998,Iowa,91.5,9.0,26.7,35.0,8.5,41.0,,,,,,,,1.61,,39.63,3.7,,,,,,,
367,1999,Iowa,91.5,9.0,26.7,35.0,8.5,41.0,,,,,,,,2.68,,85.59,3.8,,,,,,,
368,2000,Iowa,91.5,9.0,26.7,35.0,8.5,41.0,56872.0,Gore,G.W. Bush,120.3,186.5,0.0,0.0,3.39,10.0,-39.29,3.4,61.1,0.55,0.5195,0.6079,57.0,0.0,0.8889162231068571
369,2001,Iowa,91.5,9.0,26.7,35.0,8.5,41.0,56089.0,,,,,,,1.55,9.7,-21.05,3.9,61.4625,,,,,,
370,2002,Iowa,91.5,9.0,26.7,35.0,8.5,41.0,55291.0,,,,,,,2.38,11.2,-31.53,4.8,61.825,,,,,,
371,2003,Iowa,91.5,9.0,26.7,35.0,8.5,41.0,56447.0,,,,,,,1.88,10.1,50.01,5.2,62.1875,,,,,,
372,2004,Iowa,91.5,9.0,26.7,35.0,8.5,41.0,58510.0,Kerry,G.W. Bush,332.7,355.0,0.0,0.0,3.26,9.9,8.59,5.3,62.36875,0.51,0.5264,0.5162,55.0,1.0,0.9488406721974051
373,2005,Iowa,91.5,9.0,26.7,35.0,8.5,41.0,58655.0,,,,,,,3.42,10.9,1.37,5.4,62.55,,,,,,
374,2006,Iowa,91.5,9.0,26.7,35.0,8.5,41.0,57964.0,,,,,,,2.54,11.0,9.52,4.7,62.73125,,,,,,
